Model Details
Model: model1, Initial Guess: 1, Bounds: [0, 1000], RMSE: 0.899, BIC: -39.949
Model: model2, Initial Guess: 1,1, Bounds: [-1000,-1000, 1000,1000], RMSE: 0.126, BIC: -868.596
Model: model3, Initial Guess: 1,1,1, Bounds: [-1000,-1000,-1000, 1000,1000,1000], RMSE: 0.191, BIC: -686.089
Model: model4, Initial Guess: 1,1, Bounds: [-1000,-1000, 1000,1000], RMSE: 0.26, BIC: -561.071
Model: model5, Initial Guess: 1,1,1,1, Bounds: [-1000,-1000,-1000,-1000, 1000,1000,1000,10000], RMSE: 0.419, BIC: -347.906
Model: model6, Initial Guess: 1,1,1,1,1,1, Bounds: [-1000,-1000,-1000,-1000,-1000,-1000, 1000,1000,1000,10000,1000,10000], RMSE: 0.047, BIC: -1267.23

Predictions
Note2: test2note2

Note: test2

x,y_original,model1_ypred,model2_ypred,model3_ypred,model4_ypred,model5_ypred,model6_ypred
1.023838632,0.154444444,0.9245659167879349,0.13130584173847382,0.34324810883197016,0.41329989014558033,0.5463755926647513,0.1896841836714458
1.024438886,0.163611111,0.9478552127706819,0.14057218852154207,0.35349171379567723,0.425583919859877,0.5618788287927843,0.19783738652503757
1.025039139,0.187777778,0.9711451207834223,0.15012896246204477,0.3638537374265121,0.43797619450073216,0.5774836782278594,0.2061841754741991
1.025810893,0.190277778,1.0010902745663606,0.16284275486324695,0.3773548977880975,0.45407025556391906,0.5976983862199736,0.21720390505864628
1.026582648,0.201527778,1.0310366003966223,0.17603606671843153,0.3910624781366944,0.4703481468295513,0.6180858029933839,0.2285523525697002
1.027182901,0.224027778,1.0543289567208358,0.18662880270458082,0.4018704248731967,0.4831375587115948,0.6340637452660425,0.23760934148211277
1.027783154,0.228611111,1.0776220331196227,0.19751123635410295,0.4128096324361379,0.4960411537693624,0.6501490180542056,0.24687054900322636
1.028554908,0.243194444,1.1075713620314367,0.21192835725924652,0.4270716963462593,0.5128014127699742,0.6709898419973068,0.2590817467354256
1.029326663,0.261527778,1.1375219768538845,0.22682377536892417,0.4415612985725139,0.5297554984534892,0.6920129390079672,0.27163964588796574
1.030012667,0.284861111,1.1641458010007668,0.2404653795703826,0.45463671774234415,0.544990822803523,0.7108553409026258,0.2830974689430903
1.030527169,0.285694444,1.1841143068382276,0.2509442367800325,0.46456679084638486,0.5565205171537957,0.725084206687442,0.2918755060218672
1.031298924,0.306944444,1.2140682529713003,0.2670603704194008,0.47966464359167105,0.5739830939142384,0.7465855834911178,0.3053431903625423
1.032070678,0.333611111,1.2440235200430125,0.28365354962228295,0.49501094119329747,0.5916498885150842,0.7682790619907768,0.3191763479302665
1.032842432,0.341527778,1.2739801783322535,0.3007234565577832,0.5106115615645587,0.6095239404829518,0.7901675093053108,0.33338042655627476
1.033614187,0.349861111,1.303938298031148,0.3182697768766598,0.5264723693830514,0.6276083272336614,0.8122538203003179,0.34796093580138177
1.035071945,0.393194444,1.3605297933405278,0.35271138686695735,0.5571620864807002,0.6623524655415125,0.8545223928760197,0.3765485406335358
1.035843699,0.404444444,1.3904921593047836,0.3716320377559068,0.5738071574916054,0.6810618923181107,0.8771965474596534,0.39224781205436443
1.036615453,0.434444444,1.4204560689789778,0.3910277764357737,0.5907349787268787,0.6999938648731827,0.9000799430768794,0.4083453881705026
1.037301457,0.462777778,1.4470919935642559,0.4086670148981053,0.6060239756541439,0.7170117432963558,0.9205988374147069,0.42299338995329094
1.038073211,0.454444444,1.4770589034196753,0.42895923549184367,0.6235016081434946,0.7363729534228762,0.9438856784161564,0.4398590796140951
1.038759215,0.476944444,1.5036975436581674,0.4473948222200903,0.6392884385028227,0.7537776036736508,0.9647680146665961,0.4551990968017492
1.039530969,0.509444444,1.5336675633910113,0.4685823450272224,0.6573363556890686,0.7735798813882131,0.9884692040366697,0.47285378864292227
1.040216973,0.509027778,1.5603090165170055,0.48781323433934887,0.6736391678609804,0.7913819402257963,1.009724761355763,0.48890452921099836
1.040988727,0.520277778,1.5902822552091986,0.5098948862652897,0.6922777289948279,0.8116373898051433,1.0338514002886579,0.507369420771397
1.041674731,0.560277778,1.6169266179129094,0.5299200383304594,0.709114567834559,0.8298477405807244,1.055490135930038,0.5241498552467334
1.042446486,0.571944444,1.6469032228797078,0.5528946829157846,0.7283640384888029,0.8505687739178307,1.0800535601269574,0.5434464505475063
1.043132489,0.570694444,1.6735505524677483,0.5737130336382066,0.7457528158785269,0.8691985252612113,1.1020855813295953,0.5609757609329193
1.043732743,0.619861111,1.6968682060122686,0.5922350577263096,0.7611860359296347,0.8856646405809926,1.121518318970636,0.5766083948977467
1.044247246,0.625694444,1.7168556423901506,0.6083382029405335,0.7745785449282062,0.899902405296762,1.1382910670631792,0.5902288222219312
1.044847499,0.634444444,1.7401753528781454,0.6273900493871736,0.7903968380400519,0.9166592638768354,1.157996116379491,0.6063797518781939
1.045619253,0.676527778,1.7701595331108513,0.6523041699227079,0.8110452179886304,0.9384377432745867,1.183550165615725,0.6275618525858562
1.046305257,0.684861111,1.7968137732105818,0.6748454434085609,0.8296968091688225,0.9580201372079418,1.206474211993482,0.6467885048708268
1.046991261,0.696944444,1.823469558096083,0.6977585995814941,0.8486324181207149,0.977815865142317,1.2295977442676318,0.6663944037251213
1.047934516,0.740694444,1.8601238035434469,0.7298709747649745,0.875139731465281,1.0053882401758971,1.2617227187922206,0.6939798005194717
1.048792021,0.749444444,1.8934484766587056,0.7596733210944429,0.8997180697734962,1.0308143895650101,1.2912637798099171,0.719696471420832
1.049478025,0.761527778,1.9201100358848022,0.7839326751925064,0.9197156335799098,1.0514061398263732,1.3151307181917429,0.7407139884130061
1.050335529,0.809861111,1.9534392558710842,0.8147783131705033,0.9451374504701011,1.0774639088896372,1.3452610302579338,0.7675483196570951
1.051107284,0.832361111,1.9834378335721423,0.8430345124433494,0.9684264980018017,1.1012223919800566,1.3726639601018997,0.7922402423614017
1.051793287,0.831111111,2.010104974208715,0.8685445598379502,0.9894579427782396,1.122588137410755,1.3972522300077383,0.8146241028915426
1.052736543,0.878194444,2.0467751620359835,0.904225210549729,1.0188907309679978,1.1523514003426822,1.4314197327089826,0.846079687129162
1.053679798,0.919861111,2.0834485973619685,0.940604980229125,1.0489280882968715,1.182567700052869,1.4660084721030118,0.8783303692646598
1.054451552,0.910277778,2.1134566131977244,0.9708898788877853,1.0739605891272488,1.207632510891556,1.4946264230989088,0.9053166877262981
1.055051805,0.954027778,2.1367977406883982,0.9947679099241569,1.093717998384044,1.2273433614572957,1.5170853314754396,0.9266833129111944
1.055737809,0.994444444,2.163475031801052,1.022403101220764,1.116609616873185,1.2501043499322202,1.5429699971376454,0.9515106415082357
1.056509564,1.008611111,2.1934891885046515,1.0539335903645117,1.1427645211665345,1.276012868525815,1.572370555041469,0.9799671888581543
1.057367068,1.020694444,2.2268409377042504,1.0895145374749866,1.1723305672395097,1.3051807730306928,1.6053903753808416,1.012245664486727
1.058053072,1.062777778,2.2535244752783505,1.1183937254645073,1.1963708428621265,1.328807651079559,1.6320769506095445,1.0385742298752518
1.058910577,1.111111111,2.2868815639410176,1.1550103542227284,1.226911382036873,1.3587121395129473,1.6657780602934043,1.072124118006684
1.059596581,1.126944444,2.3135693925362273,1.1847175108208958,1.2517403476663629,1.382936376521481,1.693016659247247,1.099480519826642
1.060454085,1.143194444,2.3469318690817325,1.2223683784213435,1.2832780426096093,1.413597804142493,1.7274166271699012,1.1343284554197623
1.06122584,1.183611111,2.376960775467581,1.2567450182067361,1.3121437982227089,1.4415602192113812,1.7587151021584797,1.1663177192261855
1.062083345,1.223611111,2.410329155322077,1.2954862090698498,1.3447584655696176,1.4730434225590576,1.7938723711084934,1.202564272921677
1.062940849,1.263194444,2.4437006386546862,1.3348005841581063,1.3779498258371006,1.504968650410733,1.8294363549822314,1.2395583245183275
1.063626853,1.279444444,2.470400144766847,1.366664569199962,1.4049227454370157,1.530831655666082,1.8581842918906777,1.2696970265861012
1.064398607,1.303194444,2.5004395273566176,1.4029494720144235,1.4357179279906216,1.5602751624393352,1.89084494830516,1.3041856670724314
1.065170362,1.347777778,2.5304815778982657,1.439697838803717,1.4669950131642209,1.5900916289811609,1.9238477810004533,1.3392964838591865
1.066027866,1.391527778,2.5638646906527547,1.4810724332297518,1.5023182830978876,1.6236645226284132,1.9609240334851743,1.3790445690159174
1.066885371,1.436944444,2.5972511602105426,1.5230184188478084,1.538249008171714,1.6577111598797654,1.998433999761981,1.4195744777401558
1.067742876,1.459027778,2.6306409854475516,1.565535341181441,1.5747936496330424,1.6922386423526101,2.036383670727786,1.4608931052039509
1.06851463,1.481527778,2.6606947089422963,1.6042883619468675,1.6082140262849371,1.7237304577812913,2.070919340631561,1.4987597659716982
1.069286384,1.528194444,2.690751208445886,1.6435032180503057,1.642141538698763,1.7556229606501452,2.105820606260233,1.5372754898387768
1.070058139,1.574027778,2.7208105502177444,1.6831796675213582,1.6765808360098382,1.7879216006204752,2.141092053041384,1.5764449168358112
1.070744143,1.616944444,2.7475323232356854,1.7188348307132095,1.7076268210577428,1.816976826955098,2.172758866663722,1.6118144850967724
1.071430146,1.619027778,2.774256312853394,1.754854180002475,1.7390838723449065,1.846361086898256,2.2047249589724323,1.64770694615288
1.072373402,1.669444444,2.8110055894596027,1.8049752419256997,1.7830144394583622,1.8873090705527507,2.2491731950095493,1.697918294283511
1.073059405,1.719861111,2.837735012169482,1.8418588380384513,1.815460417100078,1.917490712159498,2.2818633814722205,1.7350640064936442
1.073745409,1.764027778,2.8644667934082797,1.8791060381510185,1.8483280355618057,1.9480149058256628,2.31486412675042,1.772741880639046
1.074431413,1.771527778,2.8912009130734346,1.9167165859398523,1.8816202852020802,1.9788856813108449,2.348178762568369,1.8109542826805978
1.075288918,1.815277778,2.9246218797207426,1.9642404201958072,1.923837309539638,2.0179678077921746,2.390268662617525,1.8594749128538979
1.075974922,1.866527778,2.951361329552166,2.0026677613645454,1.9580959156354651,2.0496335130095162,2.424302063641621,1.8988980768462511
1.076575175,1.916111111,2.9747602962736224,2.036589184216087,1.9884283125909872,2.0776362510917026,2.4543478137968657,1.9338373224999827
1.077175428,1.920694444,2.998161112525087,2.070788158282703,2.0190951421387884,2.1059175618539814,2.484644803670568,1.9691922097397878
1.077861432,1.969027778,3.0249072055356296,2.110212419645208,2.0545549483985077,2.1385838924899505,2.519580642970038,2.010108149110522
1.078633186,2.017777778,3.0549994708069033,2.1549975469122558,2.0949758511406884,2.17577831152041,2.559283814977681,2.0567909011012944
1.079490691,2.071111111,3.0884390124219094,2.2052960404466546,2.1405491445529923,2.2176652015053775,2.603901692781953,2.109472787733523
1.080262445,2.083194444,3.1185379118441685,2.2510478333468384,2.1821644006235883,2.2558740674120306,2.644516315976361,2.1576189001444277
1.080862699,2.121111111,3.141950401091704,2.2869488941782876,2.214926972259057,2.2859308705423107,2.676409337919642,2.195546373444074
1.081548703,2.169861111,3.16870988316888,2.3283173302631326,2.2527957019106717,2.320648688925281,2.7131874756583816,2.239407261421661
1.082234706,2.216111111,3.19547187583799,2.370046781860168,2.291121100263169,2.3557625589699476,2.7503200761519366,2.2838179443205036
1.08283496,2.263611111,3.2188907789057715,2.406856176920897,2.325032590957789,2.386815845778291,2.783104955416024,2.323128482680488
1.083435213,2.269444444,3.242311621204317,2.443941677879792,2.3592973898602954,2.418179047845587,2.816166642491151,2.362859858749516
1.084121217,2.318194444,3.2690807583875543,2.486663138839994,2.3988920388747066,2.454406360821577,2.854293769698112,2.408782213871973
1.08463572,2.365694444,3.2891593282794016,2.5189407197667464,2.428893836001957,2.4818481283922433,2.883130951508349,2.443584125078644
1.085235973,2.416111111,3.3125861783248394,2.5568539369778094,2.464228709722421,2.5141603893491986,2.917038714026375,2.4845759183054383
1.085750476,2.463194444,3.3326679649670172,2.5895704030862063,2.494802186710998,2.5421134648488235,2.94633106648338,2.5200451607313425
1.086264979,2.473611111,3.35275124831851,2.6224893020383533,2.5256410986729536,2.5703058000022097,2.975836131010125,2.5558215371630126
1.086865232,2.520694444,3.3761836278462156,2.661150395515577,2.561956584916725,2.6035020153221393,3.0105297616988556,2.5979478790727626
1.087465485,2.574444444,3.3996180669264624,2.700086781572736,2.5986362190227337,2.637030078881473,3.045517886686422,2.6404900848471584
1.088065739,2.624027778,3.423054616612153,2.739298396639832,2.635681564681957,2.670893424313143,3.0808032708489996,2.6834467862896076
1.088494491,2.674861111,3.4397962507178304,2.7674750332494256,2.66236715737397,2.695288606588464,3.106190535399605,2.7143829136225577
1.088923243,2.686944444,3.4565389522115324,2.795791946679145,2.6892405859987956,2.719857812262283,3.13173182391874,2.7455289915806134
1.089437746,2.742361111,3.476631632514206,2.8299573822818687,2.721737413874842,2.749572379807151,3.1625861347933175,2.7831804559569946
1.089952249,2.797777778,3.4967258636295115,2.8643246688876545,2.754506359382428,2.77954155050097,3.1936654388203043,2.821131882481666
1.090638253,2.854444444,3.523520597104136,2.910461568923168,2.798623079132997,2.819900318241895,3.2354575453286465,2.8721978602392824
1.091238506,2.865277778,3.546968255816763,2.951125421238892,2.8376248625649843,2.855592889592284,3.2723595976208824,2.917312899618935
1.091753009,2.918611111,3.567067973675131,2.986198552729391,2.8713529486751064,2.8864706989216,3.3042403216787033,2.9563019360090266
1.092353262,2.983194444,3.5905196280165095,3.027371826666034,2.9110511044667433,2.922829481582081,3.3417290948086347,3.0021585828335446
1.092867765,3.029861111,3.6106227881527158,3.062881417958522,2.945377961043694,2.954283687648138,3.3741169686325794,3.041778679601066
1.093382268,3.046111111,3.6307275487768065,3.098592326033888,2.9799824066936313,2.986007573251573,3.406741799696408,3.0816866637392195
1.093896771,3.109444444,3.650833917286376,3.1345044713364274,3.0148651958199872,3.0180034691743907,3.4396054289896862,3.121880213220834
1.094411274,3.174444444,3.670941901065112,3.1706177744600197,3.050027064834298,3.050273724680418,3.472709709833807,3.1623568626116594
1.094925777,3.191527778,3.6910515074828254,3.20693215614795,3.08546873191048,3.0828207076552547,3.5060565079640473,3.203113999387824
1.09552603,3.253194444,3.714514756073003,3.2495529346008425,3.1271718746830017,3.121145093571665,3.5452700943390294,3.251014761937654
1.096126283,3.328194444,3.737980234920359,3.292447169832897,3.1692578834691427,3.159853207397087,3.5848193343369927,3.2992888759962398
1.096812287,3.339444444,3.764800693220908,3.341803878799851,3.217826372455924,3.20456591051354,3.630433393384081,3.354910140273887
1.097498291,3.411111111,3.7916240970289694,3.3915174067394673,3.266897794399982,3.2497906656218043,3.6764943705812416,3.411004697671274
1.098184295,3.479861111,3.818450463623379,3.4415875678308083,3.3164735875374958,3.295533349741703,3.7230068640162144,3.467564137515865
1.098698798,3.498194444,3.838572193267678,3.47937411763408,3.35398725552512,3.3301838241103403,3.758190330824988,3.510283425549005
1.099213301,3.571111111,3.8586956064306617,3.517361091285977,3.3917859633988825,3.36513150162625,3.793632356645911,3.5532551879452967
1.099813554,3.633194444,3.8821750396697454,3.5619323995551255,3.436245391005617,3.406282790610477,3.8353107915608926,3.6037023853670007
1.100499558,3.657361111,3.909011532662491,3.6132048315205694,3.4875332091230784,3.453817699222333,3.883381645177473,3.661761248850439
1.101099811,3.747361111,3.9324959358923213,3.6583600662404123,3.532828255585985,3.495857057829937,3.925830728762676,3.712908731107177
1.101614314,3.772361111,3.9526273010071264,3.6972813233934616,3.5719638915800735,3.532225708064562,3.962505833117727,3.7570003657560846
1.102214567,3.839444444,3.976116053998841,3.742942171297379,3.617985865050727,3.57505017546057,4.005634798378342,3.80872611393886
1.103500824,3.974027778,4.026457074741658,3.841702914816949,3.717926463507278,3.668266280427568,4.099306766765366,3.920563971049546
1.104101078,4.022361111,4.049953317319672,3.888218533036536,3.76518369534832,3.712452868108944,4.143612204769208,3.9732005016688845
1.104701331,4.074027778,4.073451914791708,3.9350057694511875,3.812835002149474,3.757081729032576,4.1882987941512715,4.026107097157478
1.105215834,4.142361111,4.093595500551851,3.9753253041095533,3.8539930904438844,3.7956904749127736,4.226907605363083,4.071662936972871
1.105730337,4.176111111,4.113740860567984,4.015844286804722,3.8954413868822373,3.834630234054738,4.265801132397012,4.117403068587464
1.10624484,4.264027778,4.13388800191268,4.0565626414764395,3.93718014171691,3.8739038214912296,4.304981535847571,4.163320549717923
1.106845093,4.274027778,4.157395241384687,4.104319231450212,3.9862427215791425,3.9201486762973157,4.3510574504391135,4.217105433596771
1.107531097,4.359861111,4.184263675297592,4.15923024253172,4.0427991631408915,3.973566923463999,4.40420189931179,4.278842238769471
1.108217101,4.402777778,4.211135319838669,4.214495221411518,4.099873182642983,4.027596473218337,4.45786999933883,4.3408474695621635
1.108903104,4.471527778,4.238010152449363,4.270113908022125,4.157465011558626,4.082244166277222,4.512066954193908,4.403101640321324
1.109503358,4.534861111,4.26152834523773,4.319070447836658,4.208282997924782,4.130573639744505,4.5599274789109385,4.457762518138338
1.110103611,4.577361111,4.285048993479629,4.3682975199440435,4.259497696004827,4.179386443689799,4.608200569598345,4.512584273479092
1.110789615,4.659861111,4.311932825556301,4.424888289313891,4.318514769295583,4.235770610258032,4.663879798857435,4.575415944241286
1.111304118,4.679444444,4.332097857256945,4.4675631128081505,4.363117735205794,4.278481507216583,4.705999312075438,4.622651294550906
1.111904371,4.779027778,4.355626055643335,4.5176013138353355,4.415522947543445,4.328773364047428,4.755532224710795,4.677865284773247
1.112504624,4.800277778,4.379156792745303,4.567909654402243,4.468324869590021,4.379567991809845,4.805492467750483,4.733177846027274
1.113104878,4.877361111,4.402690118732119,4.61848810111259,4.52152343947954,4.430870427549076,4.855883868505174,4.7885719707737735
1.113790881,4.929861111,4.429588422905602,4.67662239561988,4.582806983948644,4.490129760175297,4.914006593993939,4.8519563825904015
1.114305384,4.988194444,4.449764385058161,4.720454421167361,4.629109209744645,4.535018326215539,4.957974840936543,4.899532877887168
1.114819887,5.062777778,4.469942244502546,4.764484571593272,4.675702217631404,4.580291025601342,5.002268173869202,4.94712872146772
1.115505891,5.089444444,4.496849020266363,4.823499505876811,4.738278155725294,4.641257753922319,5.061835842721871,5.010598477517192
1.116363396,5.186527778,4.530487274970201,4.89776303672739,4.817223492709812,4.7184463619073815,5.137123069423471,5.08990657358936
1.117306651,5.205694444,4.567495511472414,4.980087572496544,4.90499264102972,4.80462877337022,5.221013908385757,5.17703852767545
1.118078405,5.284861111,4.597779814845208,5.047938266107828,4.977526386599505,4.876149072626414,5.290499892891677,5.248186281625294
1.11885016,5.334861111,4.62806853864546,5.1162336214443584,5.0507090910563175,4.948588421190633,5.360758365488214,5.3191527902686175
1.119536163,5.390694444,4.654995488441951,5.177313499621533,5.116303702240026,5.013759633276316,5.4238656111048,5.3820396830594746
1.120222167,5.474444444,4.681925973121394,5.238744369358905,5.182408632998291,5.079674379328788,5.4875961651342005,5.44470415578121
1.120993921,5.486944444,4.712226946946418,5.308273277964247,5.257384858262032,5.154727398460495,5.560045612845791,5.514886404716435
1.121851426,5.574027778,4.745899957403975,5.386047992292966,5.3414447336801585,5.239250094633991,5.641490083109754,5.59240648177456
1.122365929,5.622777778,4.76610642360413,5.432975587156875,5.392259858778559,5.290541490612944,5.690839166973952,5.638652576696813
1.122966182,5.676111111,4.789683146680714,5.487973366693481,5.451902436374162,5.350934928904561,5.748874647697098,5.69232401296199
1.123737937,5.762361111,4.820000144410616,5.559078693995055,5.529151034354924,5.429468594454018,5.8242288452879984,5.760836170678203
1.124595441,5.784444444,4.853690969953058,5.638603783303068,5.615725321127452,5.517909638654935,5.908938442794031,5.8362322265638795
1.125538697,5.866111111,4.89075746083846,5.726712526518199,5.711855556863099,5.616651479970429,6.0033288274305505,5.9181706258546
1.126310451,5.929027778,4.921089661948989,5.799292803102958,5.791203682176889,5.698590884824873,6.081511419709881,5.984342986696674
1.126996455,5.971527778,4.948055514600704,5.864179710969275,5.862258553846758,5.772306646192044,6.151736301297333,6.042440276123898
1.127768209,6.064861111,4.978396462769793,5.93759466610139,5.942780612504905,5.85623949375526,6.231568304790206,6.106914200630399
1.128797215,6.098194444,5.018858343433446,6.036168144583577,6.05110140348876,5.9698236108508524,6.339392739231683,6.191282338270639
1.12974047,6.164861111,5.05595570744637,6.1272162141275,6.15134992790169,6.075647377226212,6.439637048577542,6.266856032588294
1.130597975,6.246527778,5.08968671763773,6.210558833550259,6.243270695512336,6.173287648357325,6.531950430501233,6.333952200813883
1.131369729,6.272777778,5.120049612891842,6.286032314820218,6.326633950153177,6.26234995721318,6.61600677214009,6.392919245584153
1.132141483,6.349027778,5.1504172730305156,6.3619462425577495,6.410593617124042,6.352550428243299,6.700996684794558,6.45043965994364
1.133084739,6.431944444,5.187539848341666,6.455327838787127,6.514013955951412,6.464361838868165,6.806156111129442,6.518628859095088
1.133942243,6.462777778,5.221293824983607,6.540790343209309,6.6087912897224355,6.567524069675784,6.902994763132054,6.578448346776668
1.134799748,6.533611111,5.255053812699697,6.626795750191675,6.704284012355041,6.672150449760842,7.001028674546001,6.636043933261135
1.135657253,6.619027778,5.288819801662564,6.713343642789347,6.800484322671751,6.778260995013958,7.10027224274173,6.691257594646913
1.136429007,6.661111111,5.31921432743828,6.791700258699336,6.887662894033234,6.875046234021307,7.19063777275268,6.738777679275927
1.137115011,6.717361111,5.346235819359274,6.861719117759918,6.965625770240356,6.962112871643938,7.271804013310905,6.779186085160518
1.137886765,6.800277778,5.376639630431052,6.940904623875461,7.053857798114847,7.061241275245471,7.364072325563116,6.822468068154194
1.13874427,6.870277778,5.410427467027936,7.029402849131628,7.15253627213125,7.1728655617348815,7.467793283376522,6.867699262257474
1.139516024,6.905277778,5.440841745669797,7.1095137953255545,7.241917921770178,7.274677781612427,7.562234750721056,6.905682765348502
1.140287778,6.991527778,5.471261015599079,7.1900627531935015,7.331833263608439,7.377785685311986,7.657723027603127,6.940937336532443
1.141059533,7.073194444,5.501685337355431,7.271049600890748,7.422275088079077,7.4822053441827325,7.754269590573038,6.973315446772631
