Model Details
Model: NeoHookean, Initial Guess: 1, Bounds: unbounded, RMSE: 0.271, BIC: -339.419
Model: Ogden2, Initial Guess: 1,1,1,1, Bounds: unbounded, RMSE: 0.233, BIC: -364.637

Predictions
Note2: test3

Note: test2

x,y_original,NeoHookean_ypred,NeoHookean_computed,Ogden2_ypred,Ogden2_computed
1.030129307,3.374281095,2.902506798198969,32.10223700028918,2.9608693661169982,33.16322787253996
1.030901853,3.447635032,2.976974733226989,32.10223700028918,3.0358426830096774,33.16322787253996
1.0316744,3.530158211,3.0514461082723563,32.10223700028918,3.1107696999109584,33.16322787253996
1.032350378,3.594342906,3.1166113057311513,32.10223700028918,3.176292770848775,33.16322787253996
1.032929787,3.676866085,3.1724692455322767,32.10223700028918,3.23242713429214,33.16322787253996
1.033798902,3.750220021,3.256260053442074,32.10223700028918,3.316580081218566,33.16322787253996
1.03447488,3.814404716,3.3214338262415146,32.10223700028918,3.3819919544375665,33.16322787253996
1.035247426,3.896927895,3.3959215867262067,32.10223700028918,3.4567051433363765,33.16322787253996
1.035923404,3.970281832,3.4611015012110937,32.10223700028918,3.5220414480991016,33.16322787253996
1.036502814,4.043635769,3.5169723708975416,32.10223700028918,3.578016007281498,33.16322787253996
1.037178792,4.126158948,3.5821578003663004,32.10223700028918,3.643286981374257,33.16322787253996
1.037951338,4.199512885,3.6566591358581144,32.10223700028918,3.717839356208431,33.16322787253996
1.038530748,4.263697579,3.712537840259805,32.10223700028918,3.773723625150657,33.16322787253996
1.039303295,4.318713032,3.7870464123368004,32.10223700028918,3.848195987090329,33.16322787253996
1.040075841,4.382897727,3.8615590729449774,32.10223700028918,3.922622564620437,33.16322787253996
1.040944956,4.437913179,3.94539098545272,32.10223700028918,4.006298005227627,33.16322787253996
1.041717502,4.511267116,4.019912791216265,32.10223700028918,4.08062770924276,33.16322787253996
1.042490048,4.575451811,4.094439018723531,32.10223700028918,4.154911925907773,33.16322787253996
1.043166026,4.630467264,4.159653178327365,32.10223700028918,4.219873375915045,33.16322787253996
1.043745436,4.685482716,4.215553835512872,32.10223700028918,4.275526998683491,33.16322787253996
1.044421414,4.740498169,4.28077452273898,32.10223700028918,4.340423975490184,33.16322787253996
1.045097392,4.786344379,4.345998796413833,32.10223700028918,4.40528629682786,33.16322787253996
1.045869938,4.83219059,4.420545251522773,32.10223700028918,4.4793722559261475,33.16322787253996
1.046545916,4.887206043,4.485777378431979,32.10223700028918,4.544160458566303,33.16322787253996
1.047318463,4.942221495,4.560333035653718,32.10223700028918,4.618161917545766,33.16322787253996
1.048187577,4.988067706,4.644213952957896,32.10223700028918,4.701359608862631,33.16322787253996
1.050022375,5.033913916,4.821317158958537,32.10223700028918,4.87681260834791,33.16322787253996
1.050794921,5.098098611,4.895895630752333,32.10223700028918,4.9506118441066045,33.16322787253996
1.051567468,5.153114064,4.970479491745705,32.10223700028918,5.024366430273593,33.16322787253996
1.052340014,5.198960274,5.045068621589219,32.10223700028918,5.098076238220212,33.16322787253996
1.05311256,5.253975727,5.119663189344845,32.10223700028918,5.171741425620767,33.16322787253996
1.053885107,5.308991179,5.194263363890136,32.10223700028918,5.245362149784892,33.16322787253996
1.054754221,5.364006632,5.278195103679172,32.10223700028918,5.3281321491708455,33.16322787253996
1.055430199,5.419022085,5.34348033870807,32.10223700028918,5.392469979455749,33.16322787253996
1.056202746,5.483206779,5.4180974756944265,32.10223700028918,5.465957398802232,33.16322787253996
1.056975292,5.547391474,5.492720313449889,32.10223700028918,5.539400411333453,33.16322787253996
1.057844406,5.611576169,5.576678000136753,32.10223700028918,5.621970886823206,33.16322787253996
1.058616953,5.684930106,5.651313490216357,32.10223700028918,5.695320035637875,33.16322787253996
1.059292931,5.758284043,5.716624418988725,32.10223700028918,5.759464286958091,33.16322787253996
1.060065477,5.822468737,5.791271156664394,32.10223700028918,5.83273066526791,33.16322787253996
1.060838024,5.886653432,5.86592414254685,32.10223700028918,5.905953132256796,33.16322787253996
1.061514002,5.941668885,5.9312505462271305,32.10223700028918,5.9699866806006945,33.16322787253996
1.062286548,6.015022822,6.005915158797949,32.10223700028918,6.043126704955913,33.16322787253996
1.063155662,6.079207516,6.089920420969832,32.10223700028918,6.125356818981242,33.16322787253996
1.064121345,6.134222969,6.183269227021191,32.10223700028918,6.216658727511016,33.16322787253996
1.06499046,6.207576906,6.267291885237734,32.10223700028918,6.298772104741749,33.16322787253996
1.065859575,6.35428478,6.351322891245568,32.10223700028918,6.380830273859159,33.16322787253996
1.066825258,6.418469474,6.444700553433924,32.10223700028918,6.471941339355189,33.16322787253996
1.067597804,6.482654169,6.519410242148495,32.10223700028918,6.544781234443329,33.16322787253996
1.06837035,6.537669622,6.594126758502991,32.10223700028918,6.617577710064962,33.16322787253996
1.069239465,6.601854316,6.678191158102885,32.10223700028918,6.699421989967144,33.16322787253996
1.070012011,6.666039011,6.752922409616274,32.10223700028918,6.772126396517462,33.16322787253996
1.070784558,6.730223706,6.827660798192877,32.10223700028918,6.844787663086388,33.16322787253996
1.071653672,6.803577643,6.911749851925824,32.10223700028918,6.926479854060467,33.16322787253996
1.072522787,6.867762337,6.995848094467321,32.10223700028918,7.008117579648603,33.16322787253996
1.073391901,6.92277779,7.079955428009704,32.10223700028918,7.089700735730277,33.16322787253996
1.074261016,6.996131727,7.164072141509157,32.10223700028918,7.1712295935892305,33.16322787253996
1.075033562,7.060316422,7.238850359157399,32.10223700028918,7.243654031844008,33.16322787253996
1.075806109,7.124501116,7.313636150200474,32.10223700028918,7.316035711608519,33.16322787253996
1.076482087,7.207024295,7.379079842206476,32.10223700028918,7.379334516464944,33.16322787253996
1.077351201,7.262039748,7.463230233842773,32.10223700028918,7.4606705602449725,33.16322787253996
1.078123748,7.335393685,7.538038852303298,32.10223700028918,7.532924032535551,33.16322787253996
1.078992862,7.408747622,7.622207671152016,32.10223700028918,7.614158119210062,33.16322787253996
1.079958545,7.472932317,7.715740260547257,32.10223700028918,7.704355124538517,33.16322787253996
1.080924228,7.537117011,7.809285188411069,32.10223700028918,7.794485750590825,33.16322787253996
1.081793343,7.61964019,7.893486307157968,32.10223700028918,7.875546680543671,33.16322787253996
1.082662457,7.702163369,7.977697518759424,32.10223700028918,7.956553922688217,33.16322787253996
1.083435004,7.79385579,8.052560676385498,32.10223700028918,8.028515546905838,33.16322787253996
1.084304118,7.885548211,8.136791386537615,32.10223700028918,8.109421777018374,33.16322787253996
1.085173233,7.958902148,8.221032648849773,32.10223700028918,8.190274740444007,33.16322787253996
1.086138916,8.041425327,8.31464639250789,32.10223700028918,8.280048851413232,33.16322787253996
1.08700803,8.123948506,8.398909929623136,32.10223700028918,8.360789338995964,33.16322787253996
1.087877145,8.224810169,8.483184302119032,32.10223700028918,8.441476810813949,33.16322787253996
1.08874626,8.307333348,8.567469503474436,32.10223700028918,8.522111254263788,33.16322787253996
1.089422238,8.380687285,8.633032172083158,32.10223700028918,8.584790291322243,33.16322787253996
1.090291352,8.463210464,8.717336750111032,32.10223700028918,8.665330567253571,33.16322787253996
1.091063899,8.545733643,8.792283569075241,32.10223700028918,8.73687770327272,33.16322787253996
1.091933013,8.637426064,8.876609148199877,32.10223700028918,8.817318301122993,33.16322787253996
1.092802128,8.719949243,8.960946071394238,32.10223700028918,8.89770633557627,33.16322787253996
1.093767811,8.811641664,9.054667030469316,32.10223700028918,8.98696468245205,33.16322787253996
1.094733494,8.894164843,9.148402105824875,32.10223700028918,9.076158228320406,33.16322787253996
1.09550604,8.976688022,9.223400372311977,32.10223700028918,9.147466444093794,33.16322787253996
1.096278586,9.077549685,9.29840781239304,32.10223700028918,9.218733311779104,33.16322787253996
1.096954564,9.18758059,9.364046920363347,32.10223700028918,9.281057969053506,33.16322787253996
1.097727111,9.270103769,9.439071823877438,32.10223700028918,9.352247549744227,33.16322787253996
1.098499657,9.36179619,9.514105980432957,32.10223700028918,9.423395848425688,33.16322787253996
1.099272203,9.444319369,9.589149548213651,32.10223700028918,9.494503012099273,33.16322787253996
1.10004475,9.563519517,9.664202685280518,32.10223700028918,9.565569187440675,33.16322787253996
1.100817296,9.655211938,9.739265258066677,32.10223700028918,9.636594245071247,33.16322787253996
1.101686411,9.737735117,9.823722195490648,32.10223700028918,9.716448533107283,33.16322787253996
